,filename,ResNet50.npy,DenseNet201.npy,xception.npy
0,23933.jpg,2.3645987510681152,0.37847909331321716,0.8670448064804077
1,23728.jpg,2.5520002841949463,0.22611434757709503,0.04402812570333481
2,24047.jpg,2.4440724849700928,0.8920684456825256,0.40389037132263184
3,23700.jpg,2.33135724067688,0.030660202726721764,0.24030447006225586
4,24251.jpg,2.3253438472747803,0.3448682725429535,0.12523077428340912
5,20779.jpg,2.2591044902801514,1.5194584131240845,0.038774508982896805
6,23502.jpg,2.5521299839019775,0.19550898671150208,0.03195400536060333
7,20816.jpg,1.4676742553710938,0.6090682744979858,0.5321775078773499
8,22973.jpg,2.4241783618927,0.013975911773741245,0.11943294107913971
9,23462.jpg,2.463650703430176,0.04152466356754303,0.8399972319602966
10,23476.jpg,2.453195333480835,0.12322930246591568,0.14731837809085846
11,20619.jpg,2.119511127471924,0.010657759383320808,1.0740272998809814
12,22595.jpg,2.4405415058135986,0.7959277033805847,0.2587162256240845
13,23853.jpg,2.376678466796875,0.9589283466339111,0.5396958589553833
14,22542.jpg,2.577078342437744,1.0489413738250732,1.0037081241607666
15,23648.jpg,2.4090120792388916,0.49978578090667725,0.36191606521606445
16,23107.jpg,2.2434282302856445,0.5011728405952454,1.2547104358673096
17,23852.jpg,2.462902069091797,0.01662922091782093,0.19636309146881104
18,23477.jpg,2.42270565032959,0.4408571124076843,0.09300215542316437
19,23463.jpg,2.560006618499756,0.20625224709510803,0.027678357437253
20,24324.jpg,2.493422746658325,0.21020227670669556,0.5781022906303406
21,23503.jpg,2.0713672637939453,0.9765260815620422,1.3319299221038818
22,23259.jpg,2.385906934738159,1.1621825695037842,0.7133030295372009
23,23067.jpg,2.5675950050354004,0.05498624965548515,0.005913965404033661
24,21894.jpg,2.4973034858703613,0.059600528329610825,0.8386679887771606
25,21843.jpg,1.5632611513137817,0.10170356929302216,0.0026055823545902967
26,21855.jpg,2.3382022380828857,0.06440308690071106,0.029215844348073006
27,21699.jpg,2.553112030029297,1.035379409790039,0.04021695256233215
28,23930.jpg,2.495044231414795,0.0008726188098080456,0.28590571880340576
29,20544.jpg,2.3729238510131836,0.03140965476632118,0.12160646915435791
30,23065.jpg,2.334223508834839,1.006879210472107,0.07350874692201614
31,23717.jpg,1.519917368888855,0.309235155582428,0.41344478726387024
32,20785.jpg,1.9273507595062256,0.3401259183883667,0.9862002730369568
33,22179.jpg,2.485269546508789,0.1863854080438614,0.9782246351242065
34,21316.jpg,2.544858455657959,0.6502482295036316,0.006460849195718765
35,20801.jpg,1.1762666702270508,0.9961180090904236,0.027859335765242577
36,21538.jpg,2.3763625621795654,0.6202347874641418,0.9494921565055847
37,23688.jpg,2.3187477588653564,0.00731020187959075,0.5383549928665161
38,21921.jpg,1.90668785572052,0.354697585105896,0.14065450429916382
39,24130.jpg,2.3949050903320312,1.0605030059814453,0.022231843322515488
40,22569.jpg,2.5632123947143555,0.22167764604091644,0.07033543288707733
41,23663.jpg,1.662349820137024,1.771787405014038,0.2938557267189026
42,23110.jpg,2.427269458770752,0.035925187170505524,0.026101166382431984
43,22540.jpg,2.3372745513916016,0.04730929061770439,0.07466945797204971
44,23879.jpg,2.3925082683563232,0.048472825437784195,1.2299412488937378
45,23306.jpg,2.5134148597717285,0.012059417553246021,0.031371887773275375
46,23474.jpg,2.445788621902466,0.10554271191358566,0.16004624962806702
47,20800.jpg,2.499788999557495,0.13153019547462463,0.8435430526733398
48,21317.jpg,2.306716203689575,0.3169136941432953,0.09204775840044022
49,23528.jpg,2.3921988010406494,0.7756787538528442,0.06773845851421356
50,21459.jpg,2.3477652072906494,0.2391032725572586,1.6766185760498047
51,22144.jpg,2.4129319190979004,0.21276241540908813,0.6702820062637329
52,22805.jpg,2.4912588596343994,0.15538078546524048,1.7537981271743774
53,23299.jpg,2.5344667434692383,0.036611158400774,0.24084898829460144
54,23070.jpg,2.4099791049957275,0.033226680010557175,0.6163927316665649
55,24045.jpg,2.2854044437408447,0.29881829023361206,0.06668312102556229
56,22434.jpg,0.32233694195747375,0.00043068695231340826,0.835460364818573
57,24051.jpg,2.4684395790100098,0.4029950201511383,0.00987856462597847
58,22420.jpg,2.0061657428741455,0.0030916649848222733,0.683725893497467
59,21868.jpg,2.443225860595703,3.410874342080206e-05,1.005152940750122
60,23931.jpg,2.4566433429718018,0.13299208879470825,0.18654552102088928
61,23925.jpg,2.0448291301727295,1.6052395105361938,1.5581716299057007
62,20596.jpg,2.1862237453460693,0.1739095151424408,0.37369394302368164
63,24082.jpg,2.3982784748077393,0.2523248791694641,0.2599343955516815
64,20582.jpg,2.3020169734954834,0.004868101794272661,1.184035301208496
65,21677.jpg,2.537412166595459,0.04955682530999184,0.340732216835022
66,21105.jpg,2.3383545875549316,0.15634259581565857,0.2251773178577423
67,22342.jpg,2.11525821685791,0.09093008190393448,0.07130846381187439
68,21139.jpg,2.2417197227478027,0.38989681005477905,0.26004430651664734
69,21887.jpg,2.4194600582122803,1.0112637281417847,0.011484273709356785
70,20794.jpg,2.316094160079956,0.6557415127754211,0.8352631330490112
71,23289.jpg,2.427178144454956,0.08636095374822617,0.08321909606456757
72,22197.jpg,2.345062255859375,0.19877579808235168,0.08716244250535965
73,20958.jpg,2.0687215328216553,1.0035934448242188,0.9386781454086304
74,23276.jpg,2.345427989959717,0.09436175972223282,0.4453139007091522
75,22626.jpg,2.4820191860198975,0.692182719707489,0.37431055307388306
76,21529.jpg,2.477226734161377,0.8630853295326233,0.29118895530700684
77,20151.jpg,2.5343034267425537,0.12368779629468918,1.4804558753967285
78,20384.jpg,2.3258180618286133,0.2178458720445633,0.8737648725509644
79,22550.jpg,2.533907175064087,0.0035376788582652807,0.25649333000183105
80,24108.jpg,2.428520679473877,0.24787446856498718,0.006318953353911638
81,23101.jpg,2.262695789337158,0.9115803241729736,1.2759380340576172
